"","decimalLatitude","decimalLongitude","eventDate","scientificName","taxonConceptID","recordID","data_resource"
"771",-42.126238686612,146.409888566978,"2005-03-19","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","73804131-f328-47b1-b153-105bcdc9f8f6","Tasmanian Natural Values Atlas"
"772",-40.8602217436167,148.177743389923,"2007-03-26","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","7269aa78-e351-4786-a103-04b6eb539e16","Tasmanian Natural Values Atlas"
"773",-42.0833239631409,146.455649777545,"2005-03-18","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","725e1863-c5d0-4441-a097-242d4fd7f26e","Tasmanian Natural Values Atlas"
"774",-41.5833333333333,147.116666666667,"","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","7214e23a-1227-480d-aa1b-33b689b1c5aa","Northern Territory Museum and Art Gallery provider for OZCAM"
"775",-42.8705715640038,147.788938022266,"2008-03-10","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","720b05e1-7509-4948-9a21-1f184767059a","Tasmanian Natural Values Atlas"
"776",NA,NA,"1983-03-22","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","7156952c-d4fb-43f4-85a6-1f33624daf85","Australian National Wildlife Collection provider for OZCAM"
"777",-42.8733051192942,147.750699749263,"2007-03-18","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","710b1a12-1c40-4bf0-8f88-8a8ffe1366bc","Tasmanian Natural Values Atlas"
"778",-40.8862674199389,148.207926660576,"2007-03-24","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","70ee15dd-60ac-45bb-90c4-46da8c4f0a22","Tasmanian Natural Values Atlas"
"779",-42.126238686612,146.409888566978,"2005-03-14","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","701a52cf-4e34-4783-9c8a-4f26dba89ed6","Tasmanian Natural Values Atlas"
"780",-42.8527904017972,147.812798807614,"2008-03-10","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","6fdbf448-3832-4bfb-b719-5e3149ec392d","Tasmanian Natural Values Atlas"
"781",-42.1213832805114,146.434745966085,"2004-03-10","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","6fcca0ec-05b6-4e22-9ca6-501969095004","Tasmanian Natural Values Atlas"
"782",-42.1287755006302,146.425267158794,"2005-03-17","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","6f681a54-dea6-49eb-a2e0-31dd8782831b","Tasmanian Natural Values Atlas"
"783",-42.9630152360189,147.474660207495,"1991-03-31","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","6ea3a0a2-8a97-49d0-a4e3-c5035ec1ba8a","Tasmanian Natural Values Atlas"
"784",-41.43332,147.16666,"1993-03-28","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","6e833e79-ca8a-401b-9d7b-4466e55af814","Queen Victoria Museum Art Gallery provider for OZCAM"
"785",-42.8705715640038,147.788938022266,"2008-03-06","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","6df6c30d-612e-4010-a6b9-51754381816c","Tasmanian Natural Values Atlas"
"786",-42.8527904017972,147.812798807614,"2007-03-17","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","6dd8c737-b5e5-42ae-a154-438e27e224ad","Tasmanian Natural Values Atlas"
"787",-42.8669713816447,147.818175542546,"2007-03-19","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","6cee2a9c-2813-46f4-a78b-99654d952cdf","Tasmanian Natural Values Atlas"
"788",-42.8823948547629,147.790325432955,"2007-03-18","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","6ca24fe8-d4c9-41e9-9dcb-d35029d2ecf8","Tasmanian Natural Values Atlas"
"789",-42.8733051192942,147.750699749263,"2008-03-11","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","6c92b6ae-48d8-4260-b14c-d424792fc5d1","Tasmanian Natural Values Atlas"
"790",-42.139214245635,146.425330085202,"2004-03-10","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","6c835beb-2c3c-4e42-ab94-be00a8a195be","Tasmanian Natural Values Atlas"
"791",-42.6626253537583,146.830182918729,"2006-03-09","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","6b6aaa32-45ec-41d0-89ff-1ed89f4c8382","Tasmanian Natural Values Atlas"
"792",-42.1332712373946,146.434640271212,"2004-03-10","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","6b58b044-8ad5-4a39-b7a1-fa62e031c99a","Tasmanian Natural Values Atlas"
"793",-42.1329746944935,146.43477600731,"2004-03-11","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","69d9473b-4c2c-4acd-9ca9-aed8241b4d3f","Tasmanian Natural Values Atlas"
"794",-40.8556076774074,148.177044724464,"2007-03-25","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","68d314d3-b77f-4139-bebf-e7e3c8e56443","Tasmanian Natural Values Atlas"
"795",-40.8838208748973,148.184998359925,"2007-03-26","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","68c04ed8-3532-4b9e-a0c6-5e0fe382b479","Tasmanian Natural Values Atlas"
"796",-42.1318261340327,147.56800880453,"1980-03-24","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","68128500-3d1e-4a86-93ca-d77c867a9b72","Tasmanian Natural Values Atlas"
"797",-42.048489845258,147.834668359446,"1975-03-20","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","67f1e6d6-634a-465c-bd8e-7f4a9975a3da","Tasmanian Natural Values Atlas"
"798",-42.8598540668899,147.818620153628,"2007-03-11","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","66ea7fbf-2394-4a03-824b-e579b81bf32e","Tasmanian Natural Values Atlas"
"799",-42.8733051192942,147.750699749263,"2007-03-12","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","669a2c8b-f978-495e-87bc-2f250ebb26f0","Tasmanian Natural Values Atlas"
"800",-42.1756377944387,146.162269275907,"1994-03-07","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","662f1afa-6a16-43f6-94d1-181206eee028","Tasmanian Natural Values Atlas"
"801",-42.1156426581623,146.432208312087,"2004-03-22","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","66086d43-a600-483a-87b6-ff39520bb8a3","Tasmanian Natural Values Atlas"
"802",-42.8672442515687,147.749377586029,"2007-03-11","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","658edbec-fdb7-42eb-afc0-4d5a5b1134b7","Tasmanian Natural Values Atlas"
"803",-42.8855122929027,147.772939337192,"2008-03-09","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","65462fd2-0f2b-428b-8db3-8ddd1ed843f9","Tasmanian Natural Values Atlas"
"804",-42.1287755006302,146.425267158794,"2005-03-14","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","64f87fdc-e093-47fd-86fd-059cb0f3b646","Tasmanian Natural Values Atlas"
"805",-40.874824873142,148.212430057109,"2007-03-20","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","645db5bf-7ad2-4457-932e-2aebecc15fa0","Tasmanian Natural Values Atlas"
"806",-42.126238686612,146.409888566978,"2004-03-24","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","6429bf55-cfee-4248-9a44-f336f5f2ba1d","Tasmanian Natural Values Atlas"
"807",-42.1203308847414,146.435021464399,"2004-03-24","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","63f7cc0b-f1b6-410b-8505-82f848a6ebc6","Tasmanian Natural Values Atlas"
"808",-41.92,148.2,"1977-03-31","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","63e2b93b-96ec-4c43-a2d4-f1096ee3b55a","Australian National Wildlife Collection provider for OZCAM"
"809",-42.126238686612,146.409888566978,"2004-03-09","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","63c196c7-b3fa-4349-932f-205be7808b28","Tasmanian Natural Values Atlas"
"810",-43.1260119807908,147.179489960271,"1993-03-29","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","63a6d370-4c20-4a50-bd45-47ee3b4757b2","Tasmanian Natural Values Atlas"
"811",-42.1332795279017,146.434494998113,"2005-03-18","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","6249d56f-6f79-4506-9251-640c4ac639dc","Tasmanian Natural Values Atlas"
"812",-43.1034605106183,147.045077228616,"2010-03-16","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","62391c21-9c39-4b00-8e64-ef208162ec4a","Tasmanian Natural Values Atlas"
"813",-40.8807894347958,148.176659958278,"2007-03-25","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","6236464b-b95f-4e1d-a6e7-0b71946f816f","Tasmanian Natural Values Atlas"
"814",-42.1370256122006,146.430734666888,"2004-03-04","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","616db3a7-23dd-47b5-986a-b7acacbb26be","Tasmanian Natural Values Atlas"
"815",-42.8527904017972,147.812798807614,"2007-03-18","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","61687769-06d9-4bbb-8d47-c4fa5fbc11c0","Tasmanian Natural Values Atlas"
"816",-42.1387093406606,146.41807406358,"2005-03-12","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","6023447a-3894-468d-80b6-5860ef188b35","Tasmanian Natural Values Atlas"
"817",-40.8744513761232,148.223910990301,"2007-03-22","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","600f06a4-4745-46be-a241-0a0f95935233","Tasmanian Natural Values Atlas"
"818",-42.7318276646084,147.534680157205,"1975-03-04","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","5ff6ce19-e0c3-4c74-9dd9-5619e7da6b0f","Tasmanian Natural Values Atlas"
"819",-42.0822207476414,146.39710618231,"2004-03-02","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","5f4b97c6-d0ce-45f7-946b-b962cc147f5e","Tasmanian Natural Values Atlas"
"820",-42.1354160999697,146.43491160309,"2004-03-23","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","5e14ccbb-c319-4a66-af2a-94f12c723417","Tasmanian Natural Values Atlas"
"821",-42.0826377820645,146.4115138871,"2005-03-18","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","5e077acb-2b45-431c-adb2-969d282b7c51","Tasmanian Natural Values Atlas"
"822",-42.8705715640038,147.788938022266,"2008-03-06","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","5dfcef49-63a1-43e4-a610-70235bc12f2c","Tasmanian Natural Values Atlas"
"823",NA,NA,"1984-03-29","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","5c3b462a-6257-4393-ab67-af7daade228c","Australian National Wildlife Collection provider for OZCAM"
"824",-42.8705715640038,147.788938022266,"2008-03-08","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","5bea5914-53f7-4658-b256-5532ed52669d","Tasmanian Natural Values Atlas"
"825",-42.0805748754402,146.407930152433,"2005-03-19","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","5bb7a552-cbc0-48e5-bf22-bf59c641606b","Tasmanian Natural Values Atlas"
"826",-42.0990892252975,146.439624171546,"2005-03-19","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","5ba5c358-c846-4ecb-b914-94d4cbe583ae","Tasmanian Natural Values Atlas"
"827",-42.1287755006302,146.425267158794,"2005-03-13","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","5aa8f875-ee77-44e4-bd8e-a4500aa4efa0","Tasmanian Natural Values Atlas"
"828",-35.1,148.7,"2010-03-09","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","5a906d8e-1a93-44d3-b346-9bd2ce5e8812","Australian National Wildlife Collection provider for OZCAM"
"829",-42.1203308847414,146.435021464399,"2005-03-17","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","5a1b3b0c-c16f-42ae-a46b-f9087370438b","Tasmanian Natural Values Atlas"
"830",-35.0208,138.7458,"2000-03-13","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","598ec75e-1a3d-47b9-9ccb-4d917675ae7b","South Australian Museum Australia provider for OZCAM"
"831",-42.8873718816238,147.777591639224,"2008-03-13","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","5957f490-757c-4e6e-a905-1c88679632e5","Tasmanian Natural Values Atlas"
"832",-42.1721926717689,146.184107872183,"1994-03-07","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","59490cd4-dd08-4b8d-9c27-2bf51d91599c","Tasmanian Natural Values Atlas"
"833",-42.0990892252975,146.439624171546,"2004-03-04","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","5884a716-cbf7-4e29-abc3-0766a50e4146","Tasmanian Natural Values Atlas"
"834",-42.1156426581623,146.432208312087,"2004-03-23","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","5810a5f0-df5d-46c0-9d33-98fdf83c8379","Tasmanian Natural Values Atlas"
"835",-42.139214245635,146.425330085202,"2004-03-04","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","58010dbe-57fa-4540-8cc6-6a8fa33ac5a2","Tasmanian Natural Values Atlas"
"836",-42.126238686612,146.409888566978,"2005-03-16","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","56b494b5-8f12-4e34-b5c8-21b9f25c3c22","Tasmanian Natural Values Atlas"
"837",-42.0963007645474,146.442200326371,"2004-03-04","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","56ac9f29-3b84-431d-b0b9-61ef850b36ed","Tasmanian Natural Values Atlas"
"838",-42.0819493135152,146.467884714432,"2005-03-19","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","559f451a-f88f-4d53-ae20-a32c1f869421","Tasmanian Natural Values Atlas"
"839",-42.8527904017972,147.812798807614,"2008-03-13","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","54c32a31-4b5d-4e4c-8241-02b7af0f5354","Tasmanian Natural Values Atlas"
"840",-42.8705715640038,147.788938022266,"2008-03-09","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","54b0ef82-4a7d-45a7-a3de-cc7431a8e514","Tasmanian Natural Values Atlas"
"841",-42.8593646249599,147.81401118206,"2007-03-16","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","53203f4c-c0ae-4fcd-9b93-065561e7ec10","Tasmanian Natural Values Atlas"
"842",-40.8914338166317,148.213481080633,"2007-03-21","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","52e648a1-6575-4bae-89de-d7255c81e387","Tasmanian Natural Values Atlas"
"843",-40.8602217436167,148.177743389923,"2007-03-25","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","52d71fe4-5a9b-476b-9d7a-89a72c792af8","Tasmanian Natural Values Atlas"
"844",-42.1370256122006,146.430734666888,"2005-03-15","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","522062f2-7ec8-4410-8042-39dae4451134","Tasmanian Natural Values Atlas"
"845",-42.0875836520856,146.420621256605,"2004-03-04","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","52124e94-a41f-4f9e-9653-eb508c62dbba","Tasmanian Natural Values Atlas"
"846",-42.8746347174793,147.816929965695,"2007-03-12","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","51c327e6-4e2f-42c6-a4ac-5c815b8dadb4","Tasmanian Natural Values Atlas"
"847",-42.1079871578333,146.432204063483,"2005-03-18","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","506f5fb4-5f1e-4f95-98af-7b0304c06902","Tasmanian Natural Values Atlas"
"848",-42.1042360699988,148.338991890573,"1996-03-31","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","505ac0fe-0ef4-4913-a9c2-39a6b4707882","Tasmanian Natural Values Atlas"
"849",-41.2489081118914,148.310635382569,"1995-03-22","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","50552040-4a61-4b44-b0ad-fa87f54401f8","Tasmanian Natural Values Atlas"
"850",-42.1019088399681,146.436067901718,"2004-03-02","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","4f78a43d-98bc-493d-a766-e20a68612745","Tasmanian Natural Values Atlas"
"851",-42.8749470923599,147.763857248536,"2008-03-08","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","4f1b16d7-af5c-4806-a5db-f403a639ca9d","Tasmanian Natural Values Atlas"
"852",-42.6065096260412,146.791165186438,"2006-03-09","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","4ebf3dbb-c3d8-4d1a-bce6-045bdeb6b376","Tasmanian Natural Values Atlas"
"853",-40.8835074483409,148.196161633369,"2007-03-23","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","4e9212ea-a90f-48f7-ac8f-9829ec232e31","Tasmanian Natural Values Atlas"
"854",-41.8151628824757,147.701324820362,"1975-03-20","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","4dcc5554-3e57-478c-b251-8fee343bba18","Tasmanian Natural Values Atlas"
"855",-42.832506254026,147.168862109234,"2009-03-12","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","4daeed39-fe09-452c-a4e6-7a8ffc02a3d0","Tasmanian Natural Values Atlas"
"856",-42.1203308847414,146.435021464399,"2005-03-18","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","4dab8831-4f2b-47c9-9c23-cb57460f86bb","Tasmanian Natural Values Atlas"
"857",-40.87418655431,148.179296287122,"2007-03-25","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","4da4fd24-918c-495f-8feb-e837ac42693e","Tasmanian Natural Values Atlas"
"858",-43.0884903668715,147.029524045307,"1993-03-29","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","4d9ec0ce-8f80-4789-8311-30e862c3edcb","Tasmanian Natural Values Atlas"
"859",-40.8696508875597,148.211030331195,"2007-03-22","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","4d8b9b83-3785-42f7-b121-e1b4b362c98a","Tasmanian Natural Values Atlas"
"860",-42.1354160999697,146.43491160309,"2005-03-10","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","4b5ee450-9402-4e8d-a936-cb7fccc31b3f","Tasmanian Natural Values Atlas"
"861",-42.1165061605532,146.431982862419,"2005-03-18","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","4b3ba9e6-1f78-4a4d-9ff3-cee656fe713b","Tasmanian Natural Values Atlas"
"862",-42.1156426581623,146.432208312087,"2005-03-17","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","4a9409ca-0cc7-4b83-aff6-4d55bccd8ce7","Tasmanian Natural Values Atlas"
"863",-42.8705715640038,147.788938022266,"2008-03-06","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","4a7e8499-3525-4e3b-a032-7b818153d260","Tasmanian Natural Values Atlas"
"864",-40.8318188580794,148.001297819521,"1965-03-11","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","4a3acbf5-82eb-4320-af62-373ec0cdc2ae","Tasmanian Natural Values Atlas"
"865",-43.1041269136751,147.044979401918,"2010-03-18","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","49ca3dd9-643e-4b83-bb42-aca1e8f323a0","Tasmanian Natural Values Atlas"
"866",-41.5339888799784,145.904479925614,"1994-03-18","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","49326a90-ba0f-43bd-9c45-672c8b27016d","Tasmanian Natural Values Atlas"
"867",-40.8835074483409,148.196161633369,"2007-03-29","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","48b1fd4a-f681-4ec0-8bdc-95941a05c8b2","Tasmanian Natural Values Atlas"
"868",-42.0826377820645,146.4115138871,"2004-03-03","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","48707f31-3bc7-413e-8b6f-c53a650c4787","Tasmanian Natural Values Atlas"
"869",-42.1165061605532,146.431982862419,"2004-03-24","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","47eb2949-0f01-465b-bbf9-12b12d87df8a","Tasmanian Natural Values Atlas"
"870",-41.555027566118,146.454529542763,"1996-03-31","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","47a9b940-a475-4d74-97cf-455df8947cfc","Tasmanian Natural Values Atlas"
"871",-42.0944978722206,146.434513155932,"2005-03-15","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","4764716a-c4f4-4ad4-bece-189a08dc8ba9","Tasmanian Natural Values Atlas"
"872",-42.8593646249599,147.81401118206,"2007-03-13","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","471091c9-573b-46ee-827a-c87277b35ce2","Tasmanian Natural Values Atlas"
"873",-42.8705715640038,147.788938022266,"2008-03-10","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","46a30ee3-c3fb-42fd-ac5e-5bda84ca7a09","Tasmanian Natural Values Atlas"
"874",-42.1203308847414,146.435021464399,"2004-03-23","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","45c95c9c-8ae1-4b44-9be3-7a823c757d20","Tasmanian Natural Values Atlas"
"875",-40.8877206987224,148.184189563234,"2007-03-27","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","45966101-ff6d-4353-ad5f-8284d704eb82","Tasmanian Natural Values Atlas"
